id,LHNo,Subject:,Date,Tags,Description
1146,75-1121,Bonady's Market,1972,bonady's produce market; flood damage; 1972; corning ny; black and white photograph,"This black and white photograph shows Bonady's Produce Market in Corning, NY after flood damage in 1972, with the storefront displaying signage for ""Fruits and Vegetables Wholesale and Retail"" and visible structural damage to the building's exterior."
1147,75-1121,Floods,1972,bonady's produce market; flood damage; 1972; corning ny; black and white photograph,"This black and white photograph shows Bonady's Produce Market in Corning, NY after flood damage in 1972, with the storefront displaying signage for ""Fruits and Vegetables Wholesale and Retail"" and visible structural damage to the building's exterior."
1148,75-1122,Floods,1972,flooded street; 1972 flood damage; abandoned vehicles; commercial district; black and white photograph,"This black and white photograph documents flood damage in Corning, NY from 1972, showing a flooded street with abandoned and damaged automobiles, overturned debris, residential and commercial buildings, and a visible sign reading ""CARS TRUCKS OPEN"" amid the disaster scene."
1149,75-1123,Floods,1972,flooded landscape; trees submerged; 1972 flood; black and white photograph; aerial view,"An aerial view of the 1972 Corning flood showing trees and vegetation partially submerged in floodwaters, with a forested shoreline visible in the upper right corner."
1150,75-1124,Floods,1972,flooded street; submerged vehicles; 1972 flood; corning ny; black and white photograph,"An aerial view of a flooded Corning, New York street from 1972 showing multiple automobiles partially submerged in floodwaters, with buildings visible in the background during what appears to be the devastating flood event that affected the area."
1151,75-1125,Floods,1972,flooded residential neighborhood; submerged houses; 1970s automobile; black and white photograph; flood damage,"A black and white photograph documenting the 1972 flood in Corning, NY, showing residential houses with water reaching basement and first-floor windows, a partially submerged 1970s station wagon in the foreground, and utility poles amid the floodwaters."
1152,75-1126,Floods,1972,flood damage; residential building; debris; black and white photograph; 1972,"A black and white photograph showing a white-sided residential structure with visible flood damage, debris scattered at its foundation, and downed power lines, documenting the aftermath of the 1972 flood in Corning, NY."
1153,75-1127,Floods,1972,flood damage; tastee-freez restaurant; debris; 1972 disaster; black and white photograph,"A damaged Tastee-Freez restaurant in Corning, NY surrounded by flood debris and wreckage, with a person standing in the foreground, documenting the destruction from the 1972 flood."
1154,75-1128,Floods,1972,flooded street; utility poles; debris; bare trees; black and white photograph,"A black and white photograph documenting severe flooding in Corning, NY during 1972, showing a completely submerged street with utility poles, scattered debris and logs in the floodwaters, bare trees lining the road, and buildings partially visible in the background."
1155,75-1129,Floods,1972,flooded river; steel bridge; 1972 flood; corning ny; black and white photograph,"A steel truss bridge spans a swollen river during the 1972 flood in Corning, New York, with floodwaters surrounding the bridge supports and hills visible in the misty background."
1156,75-1130,Floods,1972,flooded river; metal bridge; 1972 flood; trees; black and white photograph,"A black and white photograph showing a metal truss bridge partially submerged in floodwaters during the 1972 Corning, NY flood, with trees visible along the riverbank and in the background."
1157,75-1131,Floods,1972,flood damage; destroyed building; debris; forest; black and white photograph,"A severely damaged structure lies collapsed among scattered debris and rocks in a forested area, documenting destruction from the 1972 flood that affected Corning, NY."
1158,75-1132,Floods,1972,flooded residential area; brick buildings; 1972 flood; black and white photograph; corning ny,"This black and white photograph documents severe flooding in Corning, NY during the 1972 flood event, showing brick residential buildings partially submerged in floodwater with reflections visible on the water's surface."
1159,75-1133,Floods,1972,flood damage; destroyed building; debris; black and white photograph; 1972,"A black and white photograph showing a severely damaged structure with its roof partially collapsed and surrounded by scattered debris and wreckage, documenting flood damage from 1972 in Corning, NY."
1160,75-1134,Floods,1972,flood damage; residential structure; mud and debris; 1972 disaster; black and white photograph,"A 1972 flood-damaged residential building in Corning, NY shows mud and debris surrounding the structure, with a door hanging open and various materials scattered about, documenting the aftermath of the flooding event."
1161,75-1135,Floods,1972,flood damage; destroyed building; 1972 disaster; corning ny; black and white photograph,"This black and white photograph documents severe flood damage to a two-story white building in Corning, NY, showing structural destruction with collapsed sections and debris scattered around the foundation, likely from the devastating 1972 flood event."
1162,75-1136,Floods,1972,flood damage; debris; residential area; 1972 flood; black and white photograph,"This black and white photograph documents flood damage in Corning, NY from 1972, showing destroyed residential buildings, scattered logs and debris, and a two-story house in the background amid the devastation left by floodwaters."
